"Participant","LQ_dominance_1","LQ_dominance_2","LQ_dominance_3","LQ_dominance_4","LQ_dominance_5","LQ_acquisition_1","LQ_acquisition_2","LQ_acquisition_3","LQ_acquisition_4","LQ_acquisition_5","LQ_exp_lang_1","LQ_exp_lang_2","LQ_exp_lang_3","LQ_exp_lang_4","LQ_exp_lang_5","LQ_read_lang_1","LQ_read_lang_2","LQ_read_lang_3","LQ_read_lang_4","LQ_read_lang_5","LQ_speak_lang_1","LQ_speak_lang_2","LQ_speak_lang_3","LQ_speak_lang_4","LQ_speak_lang_5","LQ_culture_1","LQ_culture_2","LQ_culture_3","LQ_culture_4","LQ_culture_5","LQ_edu_other_text","LQ_current_residence_country","LQ_immigration_country_1","LQ_immigration_country_2","LQ_immigration_country_3","LQ_disability_explanation","LQ_disability_options","LQ_education_level"
157,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","European","others","others","others","others","","Italy","no","no","no","I use glasses","checked, unchecked, unchecked, unchecked, unchecked","Masters"
101,"italian","english","","","","italian","english","","","","italian","english","","","","italian","english","","","","italian","english","","","","european","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
118,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","Myopia","unchecked, unchecked, unchecked, unchecked, checked","Some College"
116,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","US-American","","","","","Italy","USA","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
189,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
200,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","US-American","","","","","Italy","","","","","checked, unchecked, unchecked, unchecked, unchecked","High School"
300,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
143,"Italian","English","Spanish","","","Italian","Spanish","English","","","italian","English","Spanish","","","italian","english","spanish","","","italian","ensglish","spanish","","","Italian","US-American","","","","","italy","","","","Need glasses to read ","checked, unchecked, unchecked, unchecked, unchecked","Some College"
91,"italian","spanish","english","","","italian","english","spanish","","","italian","english","","","","italian","","","","","italian","","","","","italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
293,"Italian","English","Russian","German","","Italian","English","German","Russian","","Italian","English","German","Russian ","","Italian","English","German ","Russian","","Italian","English","German","Russian","","Italian","","","","","","Italy","","","","Myopia","checked, unchecked, unchecked, unchecked, unchecked","College"
145,"Italian","English","Spanish ","German","","Italian","English","German","Spanish","","Italian","English","Spanish","German","","Italian","English","Spanish","German","","Italian","English","Spanish","German","","European","","","","","Bachelor degree","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
260,"Italian","English","French","Arabic","","Italian","English","French","Arabic","","Italian","English","French","Arabic","","Italian","","","","","Italian","English","French","Arabic","","Italian","","","","","","Italy","","","","I'm myopic and I wear glasses to correct the problem.","checked, unchecked, unchecked, unchecked, unchecked","College"
83,"Italian","English","French","Spanish","Japanese","Italian","English","French","Japanese","Spanish","Italian","English","French","Spanish","Japanese","Italian","English","French","Spanish","Japanese","Italian","English","French","Spanish","Japanese","Mediterranean","North European","Japanese","","","","Italian","France","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
15,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","Neapolitan","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
249,"Italian ","English ","","","","Italian ","English ","","","","Italian ","English ","","","","Italian ","English ","","","","Italian ","English ","","","","White  italian","","","","","","Italian ","Italian ","","","I wear glasses and use hearing aids because of hearing problems ","checked, checked, unchecked, unchecked, unchecked","Professional Training"
193,"italian","english","spanish","albanian","","italian","albanian","english","spanish","","italian","english","spanish","albanian","","italian","english","spanish","albanian","","italian","english","spanish","albanian","x","italian","albanian","","","","","italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
226,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","","","","","","Italy","","","","I've been wearing glasses since I was 18.","checked, unchecked, unchecked, unchecked, unchecked","Masters"
176,"Italian","English","","","","Italian","English","","","","Italian","English","0","0","0","Italian","English","","","","Italian","English","","","","Italian","Catholic","European","","","I am in university","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
203,"Italian","Arabic","French","Spanish","English","Italian","English ","Spanish","French","Arabic","Italian","English","Spanish","French","Arabic","Itaiuany","English ","Spanish","French","Arabic","Itaiian","Spanish","English","French","Arabic","Europe","","","","","","Italy","Italy","","",".","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
32,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","","","","","","Italy","Spain","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
100,"Italian","English","German","Spanish","","English","Italian","Spanish","German","","Italian","English ","German","Spanish","","Italian","English ","Spanish ","German ","","Italian","English","German ","Spanish ","","Italian","Queer","German ","","","","Itali","German ","Irland","Italy","Dislessia ","unchecked, unchecked, unchecked, checked, unchecked","College"
163,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","European","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
191,"Italian","Spanish","English","Piedmontes","Russian","Italian","Spanish","Piedmontes","Engliah","Russian","Italian","Piedmomtes","Spanish","English","Russian","Italian","Spanish","Piedmontes","English","Russian","Italian","Spanish","Piedmontes","Russian","English","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
72,"Italian","English","Spanish","French","Korean","Italian","English","French","Spanish","Korean","Italian","English","Spanish","French","Korean","Italian","English","Spanish","French","Korean","Italian","English","Spanish","French","Korean","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some College"
142,"italian","english","spanish","russian","","italian","english","spanish","russian","","40","40","10","10","0","80","20","0","0","0","60","30","10","0","0","italian","","","","","","italy","never been outside of my country ","","","I have astigmatism and myopia in both eyes%2C one of them need a prism because I have what it called a random lazy eye. ","checked, unchecked, unchecked, unchecked, unchecked","Professional Training"
247,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
24,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","Italian ","","","","","","Italy","","","","Miopia","checked, unchecked, unchecked, unchecked, unchecked","Some Graduate School"
234,"italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","english","french","","","italian ","english","","","","italian","","","","",".","italian","germany","","","","unchecked, unchecked, unchecked, unchecked, checked","Some College"
257,"Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","","","","","","Italy","France","","","None","checked, unchecked, unchecked, unchecked, unchecked","Masters"
204,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","European","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
276,"Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","European","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
156,"Italian","English ","Spanish ","German ","Russian ","Italian ","English ","Spanish ","German","Russian","Italian ","English ","Spanish","German","Russian ","English ","","","","","English ","","","","","Cristiana ","","","","","","Italy","","","","Miopia e Astigmatismo ","unchecked, unchecked, unchecked, unchecked, checked","High School"
222,"ITALIAN","ENGLISH","SPANISH","","","ITALIAN","ENGLISH","","","","ITALIAN","ENGLISH","SPANISH","","","ITALIAN","ENGLISH","SPANISH","","","ITALIAN","ENGLISH","SPANISH","","","EUROPEAN","","","","","","ITALY","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
284,"Italian","English","Spanish","French","","Italian","English","French","Spanish","","Italian","English","French","Spanish","","Italian","English","Spanish","French","","Italian","English","","","","Italian","Neapolitan","","","","","Italy","","","","Just wearing glasses","checked, unchecked, unchecked, unchecked, unchecked","Some Graduate School"
271,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","US-American","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
151,"Italian","English ","French ","Spanish ","Portuguese ","Italian ","English ","French ","Spanish ","Portuguese ","Italian ","English","French","Spanish","Portuguese ","Italian ","English ","French","Spanish","Portuguese ","Italian ","English ","French ","Spanish ","Portuguese ","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
35,"Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
239,"italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","european","Westerners","","","","italy","","","","I had hyperopia","checked, unchecked, unchecked, unchecked, unchecked","Some College"
97,"Italiano","English","","","","Italiano","English","","","","Italiano","English","","","","Italian","","","","","Italiano","","","","","Italian","","","","","graduate in political science","Italy","","","","","checked, unchecked, unchecked, unchecked, unchecked","Other"
47,"Italian","English","","","","Italian","English ","","","","Italian ","English ","","","","Italian ","English ","","","","Italian ","English ","","","","Jewish","Italian ","Us american ","English ","","","Italy ","Italy","Germany ","","","unchecked, unchecked, unchecked, unchecked, checked","College"
88,"Italiano","Spanish","English","French","","Italiano","English","Spanish","French","","Italiano","English","Spanish","French","","Italiano","Spanish","English","French","","Italiano","Spanish","English","French","","Italiana","Christian","","","","","Italia","","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
269,"Italian","English","","","","Italian ","English","","","","Italian","English","-","-","-","Italian","English","-","-","-","Italian","English","-","-","-","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
144,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","European","Italian","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
279,"Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","Christian","","","","","Italy","","","","I'm wearing glasses because my vision is sub-optimal.","checked, unchecked, unchecked, unchecked, unchecked","Professional Training"
87,"Italian","Portuguese","English","Polish","Spanish","Italian","Portuguese","English","Spanish","Polish","40","10","30","0","20","50","10","40","0","0","40","20","30","0","10","Italian","Brazilian","Polish","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
107,"Italian","English","German","","","Italian","English ","German","","","Italian","English","German","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","Italy","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
135,"Italian","English","","","","Italian","English","","","","Italian ","English ","","","","Italian ","English ","","","","Italian ","English ","","","","Italian ","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
58,"Italian","English ","","","","Italian","English ","","","","50","50","","","","50","50","","","","50","50","","","","Italiano ","","","","","","Italy","","","","I have ADHD - so next times invite me and gimme a fat paycheck . I am sn interesting guy to take data from 😎☝️","unchecked, unchecked, unchecked, checked, unchecked","High School"
31,"italian","english","spanish","","","italian ","english","spanish","","","italian ","english","spanish","","","italian","english","spanish","","","italian ","english","spanish","","","sicilian","","","","","","italy","","","","i have astigmatism and myopia ","checked, unchecked, unchecked, unchecked, unchecked","College"
188,"Italian","English","French","Spanish","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","English","Spanish","French","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
128,"Italian","English","","","","Italian ","English","","","","Italian","English","","","","Italian","English","","","","English","Italian","","","","Italian","","","","","","Italy","","","","Significant shortsightedness","checked, unchecked, unchecked, unchecked, unchecked","College"
39,"Italian","English","","","","Italian","English","","","","Italian","English","","","","English","Italian","","","","italian","English","","","","Italian","","","","","","Italy","Italy","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
10,"italiano","inglese","","","","francese","sapgnolo","","","","italiano","inglese","","","","italiano","inglese","","","","italiano","","","","","mediterranea","","","","","","italia","italia","","","","unchecked, unchecked, unchecked, unchecked, checked","Some College"
60,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","Neurodivergent","Catholic","","","","Italy","","","","I have astigmatism and wear corrective glasses","checked, unchecked, unchecked, unchecked, unchecked","Some College"
62,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","European","American","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
231,"Italian","English ","","","","Italian ","English","","","","Italian","English ","","","","Italian ","English ","","","","Italian ","English","","","","European ","Italian","Friulian ","","","","Italy ","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
208,"Italiano ","Inglese ","Francese ","","","Italiano ","Francese","Inglese","","","Italiano ","Inglese ","Francese","Spagnolo ","Tedesco ","Italiano ","","","","","Italiano ","","","","","Italiana","","","","","","Italia ","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
248,"Italiano","","","","","Italiano","","","","","Italiano","","","","","Italiano ","","","","","Italiano","","","","","Italiana ","","","","","","","Italia","","","","checked, unchecked, unchecked, unchecked, unchecked","College"
42,"Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","Italian","","","","","","Italy","","","","Myopia","checked, unchecked, unchecked, unchecked, unchecked","College"
33,"Italian","English","Dutch","","","Italian","English","Dutch","","","Italian","English","Dutch","","","Italian","English","Dutch","","","Italian","English","Dutch","","","Italian","Dutch","English","","","","Italy","Holland","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
114,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
268,"Italian","Sardinian","English","","","Italian ","Sardinian ","English","","","Italian","English","Sardinian ","","","Italian","English ","Sardinian","","","Italian","English ","Sardinian ","","","Sardinian ","Italian","Western european","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
48,"Italian","English","French","","","Italian ","English ","French","","","Italian","English ","French","","","Italian","English ","French","","","Italian ","","","","","Italian","","","","","","Italy","","","","I need prescription glasses ","checked, unchecked, unchecked, unchecked, unchecked","College"
162,"Italian","English","Spanish","German","","Italian","English","Spanish","German","","Italian","English","Spanish","German","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","Myopia and astigmatism%2C corrected with glasses","checked, unchecked, unchecked, unchecked, unchecked","Some Graduate School"
278,"Italian","English","German","French","","Italian","English","German","French","","Italian","English","German","French","","Italian","English","German","French","","Italian","English","German","French","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Professional Training"
20,"Italian","English ","Spanish ","German ","","Italian","English","Spanish ","German ","","Italian","English","Spanish ","German","","Italian","English ","Spanish ","German ","","Italian","English","Spanish","German","","Italian","Spanish ","Korean ","","","","Italy ","","","","","checked, unchecked, unchecked, unchecked, unchecked","Some College"
8,"Italian","English","French","","","Italian","French","English","","","Italian","English","French","","","talian","English","French","","","talian","English","French","","","Italian","English","","","","Bachelor's Degree","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked",""
115,"Italian ","English  ","Sicilian ","","","Italian ","Sicilian ","English ","","","Italian ","English ","Sicilian ","","","Italian ","English ","Sicilian ","","","Italian ","English ","Sicilian","","","Italian ","","","","","","Italy","","","","I need glasses","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
184,"Italian","English ","","","","Italian ","English ","","","","Italian ","English ","None","None","None","Italian ","English ","None ","None ","None","Italian ","English ","None","None","None","Italian ","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
264,"Italian","English","Algherese","Spanish","","Italian","Algherese","English","Spanish","","Italian","Algherese","English","Spanish","","Italian","Algherese","English","Spanish","","Italian","Algherese","English","Spanish","","Italian - Catholic","","","","","","Italy","","","","Miopy","checked, unchecked, unchecked, unchecked, unchecked","Ph.D./M.D./J.D."
57,"Italian","English ","German ","","","Italian ","English ","German ","","","Italian ","English ","German ","","","Italian","English ","German ","","","Italian ","English ","German ","","","European ","","","","","","Italy ","","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
236,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","spanish","polish","french","Italian","English","spanish","polish","french","Italian","French","","","","","Italy","","","","I have myopia.","checked, unchecked, unchecked, unchecked, unchecked","Masters"
224,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","I have some minor vision problems that has been easly fixed with eyeglasses","checked, unchecked, unchecked, unchecked, unchecked","College"
13,"Italian","english","french","arabic","spanish","italian","english","french","arabic","spanish","italian","english","arabic","french","Spanish","Italian","english","french","spanish","arabic","Italian","english","french","arabic","spanish","Italian - mediterran","","","","","","Italy","","","","","checked, unchecked, unchecked, unchecked, unchecked","High School"
242,"Italian","English","","","","Italian","English","","","","English","Italian","","","","Italian","English","","","","Italian","English","","","","Italian","European","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
218,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","US-American","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
63,"Italian","English","","","","Italian","English","","","","Italian","English","asdf","asdf","asdf","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
34,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
207,"Italian ","Sardinian","English","French","","Sardinian","Italian","French","English","","Sardinian","Italian","English","French","","Italian","English","","","","Italian","Sardinian","English","","","Italian","Sardinian","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
121,"Italian ","English ","Romanian","","","Italian ","English","Romanian","","","Italian ","English ","Romanian","","","Italian ","English ","Romanian","","","Italian ","English ","Romanian ","","","European","","","","","","Italy ","","","","","checked, unchecked, unchecked, unchecked, unchecked","Masters"
117,"italian","english","","","","italian","english","","","","italian","english","","","","italian","english","","","","italian","english","","","","european","","","","","","italy","italy","","","","unchecked, unchecked, unchecked, unchecked, checked","High School"
140,"Italian","English","","","","Italian","English","","","","Italian","English","/","/","/","Italian","English","/","/","/","Italian","English","","","","European","","","","","","Italian","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
155,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian ","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Some Graduate School"
281,"Italian","French","English","Spanish","","Italian","English","French","Spanish","","Italian","English","French","Spanish","","Italian","English","French","Spanish","","Italian","English","French","Spanish","","American","Jewish","European","","","","Italy","France","Spain","England","","checked, unchecked, unchecked, unchecked, unchecked","High School"
12,"Italian","English","Spanish","French","German","Italian","English","Spanish","French","German","Italian","English","spanish","french","german","Italian","English","spanish","french","german","Italian","English","spanish","french","german","Italian","US-American","Chinese","Jewish-Orthodox","spanish","","Italy","England","","","Miopy%2C i used to wear glasses","checked, unchecked, unchecked, unchecked, unchecked","Ph.D./M.D./J.D."
232,"italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","english","french","","","italian","english","french","","","European","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
250,"Italiano","Inglese","Francese","","","Italiano","Inglese","Francese","","","Italiano","Inglese","Francese","","","Italiano","Inglese","","","","Italiano","","","","","Italiana","","","","","","Italia","","","","Soffro di miopia acuta","checked, unchecked, unchecked, unchecked, unchecked","College"
253,"Italian","English","Spanish","","","Italian","Spanish","English","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","European","Netcitizen","","","","Italy","","","","I wear glasses","checked, unchecked, unchecked, unchecked, unchecked","College"
211,"italian","english","polish","german","","italian","english","german","polish","","italian","english","german","polish","null","italian","english","german","polish","null","italian","english","german","polish","","Caucasian","","","","","","Italy","Germany","","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
153,"Italian","English","Spanish","Korean","","Italian","English","Spanish","Korean","","Italian","English","Spanish","Korean","","Italian","English","Spanish","Korean","","Italian","English","Spanish","Korean","","Italian","English","Spanish","Korean","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
104,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","American","English","","","","Italy","United Kingdom ","","","I wear glasses","checked, unchecked, unchecked, unchecked, unchecked","Masters"
69,"italian","english","croatian","","","italian","croatian","english","","","italian","english","croatian","","","italian","english","croatian","","","italian","english","croatian","","","italian","central european","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
227,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","italian","english","","","","European","Catholic","Western","","","","Italy","Sweden","USA","Germany","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
131,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","I have myopia and astigmatism","checked, unchecked, unchecked, unchecked, unchecked","High School"
23,"italian","english","french","spanish","chinese","italian","english","french","spanish","chinese","italian","English","French","Spanish","Chinese","Italian","English","French","Spanish","Chinese","Italian","English","French","Spanish","Chinese","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
212,"Italiano","Inglese","Spagnolo","Francese","","Italiano","Inglese","Spagnolo","Francese","","Italiano","Inglese","","","","Italiano","Inglese","","","","Italiano","Inglese","","","","Sarda ","Italiana","","","","","Italia","","","","","unchecked, unchecked, unchecked, unchecked, checked","Masters"
137,"Italian","English","Russian","","","Italian","English ","Russian","","","Italian","English","Russian","","","Italian","English","Russian","","","Italian","English","Russian","","","Italian","Russian","English","","","","Italy","","","","","checked, unchecked, unchecked, unchecked, unchecked","High School"
26,"Italian","English","German","","","Italian ","English","German","","","Italian","English","German","","","Italian","English","","","","Italian","","","","","European","Italian","","","","","Italy","Netherlands","Germany","","","unchecked, unchecked, unchecked, unchecked, checked","Ph.D./M.D./J.D."
173,"Italian","English","Russian","","","Italian","English","Russian","","","Italian","English","Russian","","","Italian","English","Russian","","","Italian","English","Russian","","","Italian","","","","","Bachelor's degree","Italy","","","","Myopia and astigmatism (the latter has been corrected with glasses)","checked, unchecked, unchecked, unchecked, unchecked","Other"
235,"Italian","English","Esperanto","","","Italian","English","Esperanto","","","Italian","English","Esperanto","","","Italian","English","Esperanto","","","Italian","English","Esperanto","","","Italian","European","","","","","Italy","","","","Myopia and Astigmatism%2C corrected with glasses after a year","checked, unchecked, unchecked, unchecked, unchecked","High School"
246,"Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","English","","","","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
1,"Italian","English","German","Russian","Spanish","Italian","English","Spanish","German","Russian","Italian","English","German","Russian","","Italian","English","","","","Italian","English","German","Russian","Spanish","Italian","","","","","","Italy","","","","","unchecked, unchecked, unchecked, unchecked, checked","College"
